Name,Date,Time,URL,Category,Probability,Color
srh_I_2022-03-18T02:56:13_6200.fit,2022-03-18,02:56:13,https://ftp.rao.istp.ac.ru/SRH/SRH0612/cleanMaps/20220318/srh_I_2022-03-18T02:56:13_6200.fit,Ok,1,red
srh_I_2022-03-18T03:11:32_6200.fit,2022-03-18,03:11:32,https://ftp.rao.istp.ac.ru/SRH/SRH0612/cleanMaps/20220318/srh_I_2022-03-18T03:11:32_6200.fit,Bad,1,green
srh_I_2022-03-18T03:23:33_6200.fit,2022-03-18,03:23:33,https://ftp.rao.istp.ac.ru/SRH/SRH0612/cleanMaps/20220318/srh_I_2022-03-18T03:23:33_6200.fit,Ok,1,red
srh_I_2022-03-18T02:44:11_6200.fit,2022-03-18,02:44:11,https://ftp.rao.istp.ac.ru/SRH/SRH0612/cleanMaps/20220318/srh_I_2022-03-18T02:44:11_6200.fit,Ok,1,red
srh_I_2022-03-18T02:47:28_6200.fit,2022-03-18,02:47:28,https://ftp.rao.istp.ac.ru/SRH/SRH0612/cleanMaps/20220318/srh_I_2022-03-18T02:47:28_6200.fit,Ok,1,red
srh_I_2022-03-18T03:02:47_6200.fit,2022-03-18,03:02:47,https://ftp.rao.istp.ac.ru/SRH/SRH0612/cleanMaps/20220318/srh_I_2022-03-18T03:02:47_6200.fit,Ok,1,red
srh_I_2022-03-18T03:20:16_6200.fit,2022-03-18,03:20:16,https://ftp.rao.istp.ac.ru/SRH/SRH0612/cleanMaps/20220318/srh_I_2022-03-18T03:20:16_6200.fit,Ok,1,red
srh_I_2022-03-18T03:26:50_6200.fit,2022-03-18,03:26:50,https://ftp.rao.istp.ac.ru/SRH/SRH0612/cleanMaps/20220318/srh_I_2022-03-18T03:26:50_6200.fit,Bad,1,green
srh_I_2022-03-18T03:29:01_6200.fit,2022-03-18,03:29:01,https://ftp.rao.istp.ac.ru/SRH/SRH0612/cleanMaps/20220318/srh_I_2022-03-18T03:29:01_6200.fit,Ok,1,red
srh_I_2022-03-18T03:53:04_6200.fit,2022-03-18,03:53:04,https://ftp.rao.istp.ac.ru/SRH/SRH0612/cleanMaps/20220318/srh_I_2022-03-18T03:53:04_6200.fit,Bad,1,green
srh_I_2022-03-18T04:05:06_6200.fit,2022-03-18,04:05:06,https://ftp.rao.istp.ac.ru/SRH/SRH0612/cleanMaps/20220318/srh_I_2022-03-18T04:05:06_6200.fit,Bad,1,green
srh_I_2022-03-18T04:32:26_6200.fit,2022-03-18,04:32:26,https://ftp.rao.istp.ac.ru/SRH/SRH0612/cleanMaps/20220318/srh_I_2022-03-18T04:32:26_6200.fit,Bad,1,green
srh_I_2022-03-18T04:38:59_6200.fit,2022-03-18,04:38:59,https://ftp.rao.istp.ac.ru/SRH/SRH0612/cleanMaps/20220318/srh_I_2022-03-18T04:38:59_6200.fit,Bad,1,green
srh_I_2022-03-18T04:41:11_6200.fit,2022-03-18,04:41:11,https://ftp.rao.istp.ac.ru/SRH/SRH0612/cleanMaps/20220318/srh_I_2022-03-18T04:41:11_6200.fit,Bad,1,green
srh_I_2022-03-18T04:51:01_6200.fit,2022-03-18,04:51:01,https://ftp.rao.istp.ac.ru/SRH/SRH0612/cleanMaps/20220318/srh_I_2022-03-18T04:51:01_6200.fit,Bad,1,green
srh_I_2022-03-18T02:54:02_6200.fit,2022-03-18,02:54:02,https://ftp.rao.istp.ac.ru/SRH/SRH0612/cleanMaps/20220318/srh_I_2022-03-18T02:54:02_6200.fit,Ok,1,red
srh_I_2022-03-18T02:59:30_6200.fit,2022-03-18,02:59:30,https://ftp.rao.istp.ac.ru/SRH/SRH0612/cleanMaps/20220318/srh_I_2022-03-18T02:59:30_6200.fit,Ok,1,red
srh_I_2022-03-18T03:35:35_6200.fit,2022-03-18,03:35:35,https://ftp.rao.istp.ac.ru/SRH/SRH0612/cleanMaps/20220318/srh_I_2022-03-18T03:35:35_6200.fit,Ok,1,red
srh_I_2022-03-18T03:38:52_6200.fit,2022-03-18,03:38:52,https://ftp.rao.istp.ac.ru/SRH/SRH0612/cleanMaps/20220318/srh_I_2022-03-18T03:38:52_6200.fit,Ok,1,red
srh_I_2022-03-18T03:41:03_6200.fit,2022-03-18,03:41:03,https://ftp.rao.istp.ac.ru/SRH/SRH0612/cleanMaps/20220318/srh_I_2022-03-18T03:41:03_6200.fit,Ok,1,red
srh_I_2022-03-18T02:35:27_6200.fit,2022-03-18,02:35:27,https://ftp.rao.istp.ac.ru/SRH/SRH0612/cleanMaps/20220318/srh_I_2022-03-18T02:35:27_6200.fit,Ok,1,red
srh_I_2022-03-18T02:38:43_6200.fit,2022-03-18,02:38:43,https://ftp.rao.istp.ac.ru/SRH/SRH0612/cleanMaps/20220318/srh_I_2022-03-18T02:38:43_6200.fit,Ok,1,red
srh_I_2022-03-18T03:08:15_6200.fit,2022-03-18,03:08:15,https://ftp.rao.istp.ac.ru/SRH/SRH0612/cleanMaps/20220318/srh_I_2022-03-18T03:08:15_6200.fit,Ok,1,red
srh_I_2022-03-18T03:44:19_6200.fit,2022-03-18,03:44:19,https://ftp.rao.istp.ac.ru/SRH/SRH0612/cleanMaps/20220318/srh_I_2022-03-18T03:44:19_6200.fit,Bad,1,green
srh_I_2022-03-18T03:50:53_6200.fit,2022-03-18,03:50:53,https://ftp.rao.istp.ac.ru/SRH/SRH0612/cleanMaps/20220318/srh_I_2022-03-18T03:50:53_6200.fit,Ok,1,red
srh_I_2022-03-18T02:29:58_6200.fit,2022-03-18,02:29:58,https://ftp.rao.istp.ac.ru/SRH/SRH0612/cleanMaps/20220318/srh_I_2022-03-18T02:29:58_6200.fit,Ok,1,red
srh_I_2022-03-18T03:04:58_6200.fit,2022-03-18,03:04:58,https://ftp.rao.istp.ac.ru/SRH/SRH0612/cleanMaps/20220318/srh_I_2022-03-18T03:04:58_6200.fit,Ok,1,red
srh_I_2022-03-18T03:14:48_6200.fit,2022-03-18,03:14:48,https://ftp.rao.istp.ac.ru/SRH/SRH0612/cleanMaps/20220318/srh_I_2022-03-18T03:14:48_6200.fit,Ok,1,red
srh_I_2022-03-18T03:17:00_6200.fit,2022-03-18,03:17:00,https://ftp.rao.istp.ac.ru/SRH/SRH0612/cleanMaps/20220318/srh_I_2022-03-18T03:17:00_6200.fit,Ok,1,red
srh_I_2022-03-18T03:56:21_6200.fit,2022-03-18,03:56:21,https://ftp.rao.istp.ac.ru/SRH/SRH0612/cleanMaps/20220318/srh_I_2022-03-18T03:56:21_6200.fit,Ok,1,red
srh_I_2022-03-18T04:08:23_6200.fit,2022-03-18,04:08:23,https://ftp.rao.istp.ac.ru/SRH/SRH0612/cleanMaps/20220318/srh_I_2022-03-18T04:08:23_6200.fit,Ok,1,red
srh_I_2022-03-18T04:20:24_6200.fit,2022-03-18,04:20:24,https://ftp.rao.istp.ac.ru/SRH/SRH0612/cleanMaps/20220318/srh_I_2022-03-18T04:20:24_6200.fit,Ok,1,red
srh_I_2022-03-18T04:47:44_6200.fit,2022-03-18,04:47:44,https://ftp.rao.istp.ac.ru/SRH/SRH0612/cleanMaps/20220318/srh_I_2022-03-18T04:47:44_6200.fit,Bad,1,green
srh_I_2022-03-21T02:47:21_6200.fit,2022-03-21,02:47:21,https://ftp.rao.istp.ac.ru/SRH/SRH0612/cleanMaps/20220321/srh_I_2022-03-21T02:47:21_6200.fit,Ok,1,red
srh_I_2022-03-21T03:05:56_6200.fit,2022-03-21,03:05:56,https://ftp.rao.istp.ac.ru/SRH/SRH0612/cleanMaps/20220321/srh_I_2022-03-21T03:05:56_6200.fit,Ok,1,red
srh_I_2022-03-21T03:08:07_6200.fit,2022-03-21,03:08:07,https://ftp.rao.istp.ac.ru/SRH/SRH0612/cleanMaps/20220321/srh_I_2022-03-21T03:08:07_6200.fit,Ok,1,red
srh_I_2022-03-21T03:20:09_6200.fit,2022-03-21,03:20:09,https://ftp.rao.istp.ac.ru/SRH/SRH0612/cleanMaps/20220321/srh_I_2022-03-21T03:20:09_6200.fit,Bad,1,green
srh_I_2022-03-21T03:23:26_6200.fit,2022-03-21,03:23:26,https://ftp.rao.istp.ac.ru/SRH/SRH0612/cleanMaps/20220321/srh_I_2022-03-21T03:23:26_6200.fit,Bad,1,green
srh_I_2022-03-18T05:20:32_6200.fit,2022-03-18,05:20:32,https://ftp.rao.istp.ac.ru/SRH/SRH0612/cleanMaps/20220318/srh_I_2022-03-18T05:20:32_6200.fit,Bad,1,green
srh_I_2022-03-18T05:23:49_6200.fit,2022-03-18,05:23:49,https://ftp.rao.istp.ac.ru/SRH/SRH0612/cleanMaps/20220318/srh_I_2022-03-18T05:23:49_6200.fit,Bad,1,green
srh_I_2022-03-21T03:17:58_6200.fit,2022-03-21,03:17:58,https://ftp.rao.istp.ac.ru/SRH/SRH0612/cleanMaps/20220321/srh_I_2022-03-21T03:17:58_6200.fit,Ok,1,red
srh_I_2022-03-21T02:07:59_6200.fit,2022-03-21,02:07:59,https://ftp.rao.istp.ac.ru/SRH/SRH0612/cleanMaps/20220321/srh_I_2022-03-21T02:07:59_6200.fit,Ok,1,red
srh_I_2022-03-21T03:02:39_6200.fit,2022-03-21,03:02:39,https://ftp.rao.istp.ac.ru/SRH/SRH0612/cleanMaps/20220321/srh_I_2022-03-21T03:02:39_6200.fit,Ok,1,red
srh_I_2022-03-21T01:50:30_6200.fit,2022-03-21,01:50:30,https://ftp.rao.istp.ac.ru/SRH/SRH0612/cleanMaps/20220321/srh_I_2022-03-21T01:50:30_6200.fit,Bad,1,green
srh_I_2022-03-18T04:56:29_6200.fit,2022-03-18,04:56:29,https://ftp.rao.istp.ac.ru/SRH/SRH0612/cleanMaps/20220318/srh_I_2022-03-18T04:56:29_6200.fit,Bad,1,green
srh_I_2022-03-18T04:59:46_6200.fit,2022-03-18,04:59:46,https://ftp.rao.istp.ac.ru/SRH/SRH0612/cleanMaps/20220318/srh_I_2022-03-18T04:59:46_6200.fit,Bad,1,green
srh_I_2022-03-18T05:08:31_6200.fit,2022-03-18,05:08:31,https://ftp.rao.istp.ac.ru/SRH/SRH0612/cleanMaps/20220318/srh_I_2022-03-18T05:08:31_6200.fit,Bad,1,green
srh_I_2022-03-18T05:11:47_6200.fit,2022-03-18,05:11:47,https://ftp.rao.istp.ac.ru/SRH/SRH0612/cleanMaps/20220318/srh_I_2022-03-18T05:11:47_6200.fit,Bad,1,green
srh_I_2022-03-21T04:14:49_6200.fit,2022-03-21,04:14:49,https://ftp.rao.istp.ac.ru/SRH/SRH0612/cleanMaps/20220321/srh_I_2022-03-21T04:14:49_6200.fit,Bad,1,green
srh_I_2022-03-21T04:20:17_6200.fit,2022-03-21,04:20:17,https://ftp.rao.istp.ac.ru/SRH/SRH0612/cleanMaps/20220321/srh_I_2022-03-21T04:20:17_6200.fit,Bad,1,green
srh_I_2022-03-21T04:29:02_6200.fit,2022-03-21,04:29:02,https://ftp.rao.istp.ac.ru/SRH/SRH0612/cleanMaps/20220321/srh_I_2022-03-21T04:29:02_6200.fit,Bad,1,green
srh_I_2022-03-21T05:05:07_6200.fit,2022-03-21,05:05:07,https://ftp.rao.istp.ac.ru/SRH/SRH0612/cleanMaps/20220321/srh_I_2022-03-21T05:05:07_6200.fit,Bad,1,green
srh_I_2022-03-21T05:08:24_6200.fit,2022-03-21,05:08:24,https://ftp.rao.istp.ac.ru/SRH/SRH0612/cleanMaps/20220321/srh_I_2022-03-21T05:08:24_6200.fit,Bad,1,green
srh_I_2022-03-21T05:32:27_6200.fit,2022-03-21,05:32:27,https://ftp.rao.istp.ac.ru/SRH/SRH0612/cleanMaps/20220321/srh_I_2022-03-21T05:32:27_6200.fit,Bad,1,green
srh_I_2022-03-21T03:50:46_6200.fit,2022-03-21,03:50:46,https://ftp.rao.istp.ac.ru/SRH/SRH0612/cleanMaps/20220321/srh_I_2022-03-21T03:50:46_6200.fit,Bad,1,green
srh_I_2022-03-21T03:56:14_6200.fit,2022-03-21,03:56:14,https://ftp.rao.istp.ac.ru/SRH/SRH0612/cleanMaps/20220321/srh_I_2022-03-21T03:56:14_6200.fit,Bad,1,green
srh_I_2022-03-21T04:26:51_6200.fit,2022-03-21,04:26:51,https://ftp.rao.istp.ac.ru/SRH/SRH0612/cleanMaps/20220321/srh_I_2022-03-21T04:26:51_6200.fit,Bad,1,green
srh_I_2022-03-21T04:41:03_6200.fit,2022-03-21,04:41:03,https://ftp.rao.istp.ac.ru/SRH/SRH0612/cleanMaps/20220321/srh_I_2022-03-21T04:41:03_6200.fit,Bad,1,green
srh_I_2022-03-21T03:42:01_6200.fit,2022-03-21,03:42:01,https://ftp.rao.istp.ac.ru/SRH/SRH0612/cleanMaps/20220321/srh_I_2022-03-21T03:42:01_6200.fit,Bad,1,green
srh_I_2022-03-21T03:52:57_6200.fit,2022-03-21,03:52:57,https://ftp.rao.istp.ac.ru/SRH/SRH0612/cleanMaps/20220321/srh_I_2022-03-21T03:52:57_6200.fit,Bad,1,green
srh_I_2022-03-21T05:39:01_6200.fit,2022-03-21,05:39:01,https://ftp.rao.istp.ac.ru/SRH/SRH0612/cleanMaps/20220321/srh_I_2022-03-21T05:39:01_6200.fit,Bad,1,green
srh_I_2022-03-21T07:17:42_6200.fit,2022-03-21,07:17:42,https://ftp.rao.istp.ac.ru/SRH/SRH0612/cleanMaps/20220321/srh_I_2022-03-21T07:17:42_6200.fit,Ok,1,red
srh_I_2022-03-21T06:17:33_6200.fit,2022-03-21,06:17:33,https://ftp.rao.istp.ac.ru/SRH/SRH0612/cleanMaps/20220321/srh_I_2022-03-21T06:17:33_6200.fit,Bad,1,green
srh_I_2022-03-21T06:32:51_6200.fit,2022-03-21,06:32:51,https://ftp.rao.istp.ac.ru/SRH/SRH0612/cleanMaps/20220321/srh_I_2022-03-21T06:32:51_6200.fit,Ok,1,red
srh_I_2022-03-21T07:05:39_6200.fit,2022-03-21,07:05:39,https://ftp.rao.istp.ac.ru/SRH/SRH0612/cleanMaps/20220321/srh_I_2022-03-21T07:05:39_6200.fit,Ok,1,red
srh_I_2022-03-21T07:08:56_6200.fit,2022-03-21,07:08:56,https://ftp.rao.istp.ac.ru/SRH/SRH0612/cleanMaps/20220321/srh_I_2022-03-21T07:08:56_6200.fit,Ok,1,red
srh_I_2022-03-21T07:23:10_6200.fit,2022-03-21,07:23:10,https://ftp.rao.istp.ac.ru/SRH/SRH0612/cleanMaps/20220321/srh_I_2022-03-21T07:23:10_6200.fit,Ok,1,red
srh_I_2022-03-21T07:53:47_6200.fit,2022-03-21,07:53:47,https://ftp.rao.istp.ac.ru/SRH/SRH0612/cleanMaps/20220321/srh_I_2022-03-21T07:53:47_6200.fit,Ok,1,red
srh_I_2022-03-21T08:11:17_6200.fit,2022-03-21,08:11:17,https://ftp.rao.istp.ac.ru/SRH/SRH0612/cleanMaps/20220321/srh_I_2022-03-21T08:11:17_6200.fit,Ok,1,red
srh_I_2022-03-21T06:41:36_6200.fit,2022-03-21,06:41:36,https://ftp.rao.istp.ac.ru/SRH/SRH0612/cleanMaps/20220321/srh_I_2022-03-21T06:41:36_6200.fit,Ok,1,red
srh_I_2022-03-21T06:44:53_6200.fit,2022-03-21,06:44:53,https://ftp.rao.istp.ac.ru/SRH/SRH0612/cleanMaps/20220321/srh_I_2022-03-21T06:44:53_6200.fit,Ok,1,red
srh_I_2022-03-21T07:26:27_6200.fit,2022-03-21,07:26:27,https://ftp.rao.istp.ac.ru/SRH/SRH0612/cleanMaps/20220321/srh_I_2022-03-21T07:26:27_6200.fit,Ok,1,red
srh_I_2022-03-21T07:59:15_6200.fit,2022-03-21,07:59:15,https://ftp.rao.istp.ac.ru/SRH/SRH0612/cleanMaps/20220321/srh_I_2022-03-21T07:59:15_6200.fit,Ok,1,red
srh_I_2022-03-21T06:05:31_6200.fit,2022-03-21,06:05:31,https://ftp.rao.istp.ac.ru/SRH/SRH0612/cleanMaps/20220321/srh_I_2022-03-21T06:05:31_6200.fit,Bad,1,green
srh_I_2022-03-21T06:29:34_6200.fit,2022-03-21,06:29:34,https://ftp.rao.istp.ac.ru/SRH/SRH0612/cleanMaps/20220321/srh_I_2022-03-21T06:29:34_6200.fit,Bad,1,green
srh_I_2022-03-21T06:38:19_6200.fit,2022-03-21,06:38:19,https://ftp.rao.istp.ac.ru/SRH/SRH0612/cleanMaps/20220321/srh_I_2022-03-21T06:38:19_6200.fit,Bad,1,green
srh_I_2022-03-21T06:08:48_6200.fit,2022-03-21,06:08:48,https://ftp.rao.istp.ac.ru/SRH/SRH0612/cleanMaps/20220321/srh_I_2022-03-21T06:08:48_6200.fit,Bad,1,green
srh_I_2022-03-21T06:23:01_6200.fit,2022-03-21,06:23:01,https://ftp.rao.istp.ac.ru/SRH/SRH0612/cleanMaps/20220321/srh_I_2022-03-21T06:23:01_6200.fit,Bad,1,green
srh_I_2022-03-21T08:50:40_6200.fit,2022-03-21,08:50:40,https://ftp.rao.istp.ac.ru/SRH/SRH0612/cleanMaps/20220321/srh_I_2022-03-21T08:50:40_6200.fit,Ok,1,red
